species_code,English name
jameup1,Jamaican Euphonia
orceup1,Orange-crowned Euphonia
plueup1,Plumbeous Euphonia
puteup1,Purple-throated Euphonia
fineup1,Finsch's Euphonia
vefeup1,Velvet-fronted Euphonia
trieup1,Trinidad Euphonia
screup3,West Mexican Euphonia
screup1,Scrub Euphonia
yeceup1,Yellow-crowned Euphonia
gobeup1,Golden-bellied Euphonia
whveup1,White-vented Euphonia
gnteup1,Green-throated Euphonia
vioeup1,Violaceous Euphonia
yeteup1,Yellow-throated Euphonia
thbeup1,Thick-billed Euphonia
spceup1,Spot-crowned Euphonia
olbeup1,Olive-backed Euphonia
fuveup1,Fulvous-vented Euphonia
taceup1,Tawny-capped Euphonia
orbeup1,Orange-bellied Euphonia
brgeup1,Bronze-green Euphonia
goseup1,Golden-sided Euphonia
rubeup1,Rufous-bellied Euphonia
chbeup1,Chestnut-bellied Euphonia
baygro1,Black-and-yellow Grosbeak
colgro1,Collared Grosbeak
spwgro1,Spot-winged Grosbeak
whwgro1,White-winged Grosbeak
hoogro1,Hooded Grosbeak
evegro,Evening Grosbeak
hawfin,Hawfinch
yebgro1,Yellow-billed Grosbeak
japgro1,Japanese Grosbeak
poouli,Poo-uli
akikik,Akikiki
oahala,Oahu Alauahio
kakawa,Kakawahie
mauala,Maui Alauahio
palila,Palila
layfin,Laysan Finch
nihfin,Nihoa Finch
kongro,Kona Grosbeak
lekfin,Lesser Koa-Finch
grkfin,Greater Koa-Finch
ulahaw,Ula-ai-hawane
crehon,Akohekohe
apapan2,Laysan Honeycreeper
apapan,Apapane
iiwi,Iiwi
hawmam1,Hawaii Mamo
blkmam,Black Mamo
ou,Ou
lanhoo,Lanai Hookbill
maupar,Maui Parrotbill
nukupu2,Kauai Nukupuu
nukupu3,Oahu Nukupuu
nukupu1,Maui Nukupuu
akiapo,Akiapolaau
lesaki,Lesser Akialoa
greaki2,Oahu Akialoa
greaki4,Kauai Akialoa
greaki3,Maui-nui Akialoa
aniani,Anianiau
hawama,Hawaii Amakihi
oahama,Oahu Amakihi
kauama,Kauai Amakihi
greama,Greater Amakihi
hawcre,Hawaii Creeper
akekee,Akekee
akepa1,Hawaii Akepa
akepa2,Oahu Akepa
akepa3,Maui Akepa
comros,Common Rosefinch
scafin1,Scarlet Finch
bongro1,Bonin Grosbeak
remros1,Red-mantled Rosefinch
blyros1,Blyth's Rosefinch
bearos1,Himalayan Beautiful Rosefinch
chbros1,Chinese Beautiful Rosefinch
pirros1,Pink-rumped Rosefinch
darros1,Dark-rumped Rosefinch
pibros2,Pink-browed Rosefinch
spwros2,Spot-winged Rosefinch
spwros3,Sharpe's Rosefinch
vinros2,Vinaceous Rosefinch
vinros3,Taiwan Rosefinch
sinros1,Sinai Rosefinch
palros3,Pale Rosefinch
tibros1,Tibetan Rosefinch
tahmof1,Sillem's Rosefinch
strros1,Streaked Rosefinch
greros1,Great Rosefinch
lotros1,Long-tailed Rosefinch
refros1,Red-fronted Rosefinch
crbfin3,Crimson-browed Finch
palros2,Pallas's Rosefinch
thbros1,Three-banded Rosefinch
whbros1,Himalayan White-browed Rosefinch
cwbros1,Chinese White-browed Rosefinch
pingro,Pine Grosbeak
brobul1,Brown Bullfinch
whcbul1,White-cheeked Bullfinch
orabul1,Orange Bullfinch
rehbul1,Red-headed Bullfinch
gyhbul2,Gray-headed Bullfinch
gyhbul5,Taiwan Bullfinch
eurbul1,Azores Bullfinch
eurbul,Eurasian Bullfinch
crwfin2,Crimson-winged Finch
trufin2,Trumpeter Finch
monfin2,Mongolian Finch
blaros1,Blanford's Rosefinch
gonfin1,Gold-naped Finch
spefin1,Spectacled Finch
dabros1,Dark-breasted Rosefinch
plmfin1,Plain Mountain Finch
bhmfin1,Black-headed Mountain Finch
asrfin1,Asian Rosy-Finch
gcrfin,Gray-crowned Rosy-Finch
bkrfin,Black Rosy-Finch
bcrfin,Brown-capped Rosy-Finch
houfin,House Finch
purfin,Purple Finch
casfin,Cassin's Finch
desfin2,Desert Finch
gowgro2,Arabian Grosbeak
gowgro3,Socotra Grosbeak
somgro1,Somali Grosbeak
eurgre1,European Greenfinch
origre,Oriental Greenfinch
yebgre4,Yellow-breasted Greenfinch
viegre2,Vietnamese Greenfinch
bkhgre1,Black-headed Greenfinch
orifin1,Oriole Finch
whrsee,White-rumped Seedeater
yefcan,Yellow-fronted Canary
afrcit1,African Citril
wescit1,Western Citril
soucit1,Southern Citril
blfcan1,Black-faced Canary
papcan1,Papyrus Canary
forcan1,Forest Canary
olrser1,Arabian Serin
bltcan1,Black-throated Canary
reisee2,Reichenow's Seedeater
yerser1,Yellow-rumped Serin
lebsee1,Lemon-breasted Seedeater
whbcan1,White-bellied Canary
yetser1,Yellow-throated Serin
salser1,Salvadori's Serin
norgrc1,Northern Grosbeak-Canary
sougrc1,Southern Grosbeak-Canary
brican1,Brimstone Canary
yelcan1,Yellow Canary
whtcan1,White-throated Canary
strsee1,Streaky Seedeater
yebsee2,Yellow-browed Seedeater
thbsee1,Thick-billed Seedeater
tansee1,Kipengere Seedeater
prisee1,Principe Seedeater
satgro1,Sao Tome Grosbeak
procan1,Protea Canary
blesee1,Black-eared Seedeater
sthsee3,West African Seedeater
sthsee2,Streaky-headed Seedeater
reisee3,Stripe-breasted Seedeater
reisee4,Reichard's Seedeater
brrsee1,Brown-rumped Seedeater
yemser1,Yemen Serin
ankser2,Ankober Serin
capsis2,Cape Siskin
drasis2,Drakensberg Siskin
twite1,Twite
eurlin1,Eurasian Linnet
yemlin1,Yemen Linnet
warlin1,Warsangli Linnet
redpol1,Redpoll
parcro2,Parrot Crossbill
scocro1,Scottish Crossbill
redcro,Red Crossbill
redcro9,Cassia Crossbill
hiscro,Hispaniolan Crossbill
whwcro,White-winged Crossbill
mouser2,Indonesian Serin
mouser3,Mindanao Serin
eurgol,European Goldfinch
eurgol2,Gray-crowned Goldfinch
citfin1,Citril Finch
corfin1,Corsican Finch
eurser1,European Serin
comcan,Island Canary
fifser1,Fire-fronted Serin
syrser1,Syrian Serin
yeccan1,Yellow-crowned Canary
capcan1,Cape Canary
abysis1,Ethiopian Siskin
bkhcan2,Black-headed Canary
tibser1,Tibetan Serin
eursis,Eurasian Siskin
pinsis,Pine Siskin
blcsis1,Black-capped Siskin
blhsis1,Black-headed Siskin
antsis1,Antillean Siskin
lesgol,Lesser Goldfinch
lawgol,Lawrence's Goldfinch
amegfi,American Goldfinch
andsis1,Andean Siskin
yefsis1,Yellow-faced Siskin
yebsis1,Yellow-bellied Siskin
redsis1,Red Siskin
thbsis1,Thick-billed Siskin
hoosis1,Hooded Siskin
safsis1,Saffron Siskin
olisis1,Olivaceous Siskin
blasis1,Black Siskin
yersis1,Yellow-rumped Siskin
blcsis2,Black-chinned Siskin
laplon,Lapland Longspur
chclon,Chestnut-collared Longspur
smilon,Smith's Longspur
mcclon,Thick-billed Longspur
snobun,Snow Bunting
mckbun,McKay's Bunting
rottan2,Rosy Thrush-Tanager
brrbun1,Brown-rumped Bunting
crebun1,Crested Bunting
blhbun1,Black-headed Bunting
rehbun1,Red-headed Bunting
corbun1,Corn Bunting
chebun2,Chestnut-eared Bunting
tibbun1,Tibetan Bunting
rubbun1,Rufous-backed Bunting
rocbun1,Rock Bunting
godbun1,Godlewski's Bunting
meabun1,Meadow Bunting
cirbun1,Cirl Bunting
chbbun1,White-capped Bunting
yellow2,Yellowhammer
pinbun,Pine Bunting
gyhbun1,Gray-necked Bunting
cinbun1,Cinereous Bunting
ortbun1,Ortolan Bunting
crebun2,Cretzschmar's Bunting
cabbun1,Cabanis's Bunting
gobbun1,Golden-breasted Bunting
sombun1,Somali Bunting
capbun1,Cape Bunting
lalbun1,Lark-like Bunting
socbun1,Socotra Bunting
cibbun1,Cinnamon-breasted Bunting
gosbun1,Gosling's Bunting
houbun3,House Bunting
houbun2,Striolated Bunting
slabun1,Slaty Bunting
yetbun1,Yellow-throated Bunting
ocrbun1,Ochre-rumped Bunting
palbun,Pallas's Bunting
reebun,Reed Bunting
yebbun,Yellow-breasted Bunting
litbun,Little Bunting
rusbun,Rustic Bunting
yelbun1,Yellow Bunting
bkfbun1,Black-faced Bunting
bkfbun2,Masked Bunting
chebun1,Chestnut Bunting
yebbun1,Yellow-browed Bunting
tribun1,Tristram's Bunting
grybun,Gray Bunting
tanfin1,Tanager Finch
ytbtan1,Yellow-throated Chlorospingus
shbbut1,Short-billed Chlorospingus
atbtan1,Ashy-throated Chlorospingus
scbtan1,Sooty-capped Chlorospingus
cobtan1,Common Chlorospingus
tabtan1,Tacarcuna Chlorospingus
pibtan1,Pirre Chlorospingus
dubtan1,Dusky Chlorospingus
tumspa1,Tumbes Sparrow
stcspa2,Yungas Sparrow
stcspa3,Chaco Sparrow
ruwspa,Rufous-winged Sparrow
citspa1,Cinnamon-tailed Sparrow
sthspa1,Stripe-headed Sparrow
blcspa1,Black-chested Sparrow
brispa1,Bridled Sparrow
botspa,Botteri's Sparrow
casspa,Cassin's Sparrow
bacspa,Bachman's Sparrow
graspa,Grasshopper Sparrow
graspa1,Grassland Sparrow
yebspa1,Yellow-browed Sparrow
olispa,Olive Sparrow
grbspa1,Green-backed Sparrow
blsspa1,Black-striped Sparrow
tocspa1,Tocuyo Sparrow
chispa,Chipping Sparrow
clcspa,Clay-colored Sparrow
bkcspa,Black-chinned Sparrow
fiespa,Field Sparrow
brespa,Brewer's Sparrow
worspa,Worthen's Sparrow
fisspa,Five-striped Sparrow
bktspa,Black-throated Sparrow
larspa,Lark Sparrow
larbun,Lark Bunting
sthbrf3,Costa Rican Brushfinch
sthbrf4,Sierra Nevada Brushfinch
sthbrf5,Perija Brushfinch
sthbrf1,Black-headed Brushfinch
sthbrf6,Caracas Brushfinch
sthbrf7,Paria Brushfinch
sthbrf8,Gray-browed Brushfinch
sthbrf2,White-browed Brushfinch
orbspa1,Orange-billed Sparrow
bkcspa1,Black-capped Sparrow
bkcspa2,Marañon Sparrow
gowspa1,Golden-winged Sparrow
pecspa1,Pectoral Sparrow
safspa1,Sao Francisco Sparrow
hacspa1,Half-collared Sparrow
sabspa4,Moss-backed Sparrow
sabspa1,Saffron-billed Sparrow
gsbfin1,Green-striped Brushfinch
ccbfin,Chestnut-capped Brushfinch
soffin1,Sooty-faced Finch
olifin1,Olive Finch
amtspa,American Tree Sparrow
foxspa,Fox Sparrow
daejun,Dark-eyed Junco
daejun2,Guadalupe Junco
yeejun,Yellow-eyed Junco
yeejun2,Baird's Junco
voljun1,Volcano Junco
rucspa1,Rufous-collared Sparrow
whcspa,White-crowned Sparrow
gocspa,Golden-crowned Sparrow
harspa,Harris's Sparrow
whtspa,White-throated Sparrow
sagspa1,Sagebrush Sparrow
belspa2,Bell's Sparrow
strspa1,Striped Sparrow
vesspa,Vesper Sparrow
lecspa,LeConte's Sparrow
seaspa,Seaside Sparrow
nstspa,Nelson's Sparrow
sstspa,Saltmarsh Sparrow
savspa,Savannah Sparrow
baispa,Baird's Sparrow
henspa,Henslow's Sparrow
simspa1,Sierra Madre Sparrow
sonspa,Song Sparrow
linspa,Lincoln's Sparrow
swaspa,Swamp Sparrow
laffin1,Large-footed Finch
zapspa1,Zapata Sparrow
rcgspa1,Rusty-crowned Ground-Sparrow
cantow,Canyon Towhee
whttow1,White-throated Towhee
abetow,Abert's Towhee
caltow,California Towhee
wegspa1,White-eared Ground-Sparrow
pregrs1,White-faced Ground-Sparrow
pregrs2,Cabanis's Ground-Sparrow
russpa1,Rusty Sparrow
rucspa,Rufous-crowned Sparrow
oaxspa1,Oaxaca Sparrow
gnttow,Green-tailed Towhee
spotow,Spotted Towhee
eastow,Eastern Towhee
bertow1,Bermuda Towhee
coltow1,Collared Towhee
rcbfin1,Rufous-capped Brushfinch
wnbfin1,White-naped Brushfinch
yetfin1,Yellow-thighed Brushfinch
yegfin1,Yellow-green Brushfinch
mobfin1,Moustached Brushfinch
tebfin1,Tepui Brushfinch
smbfin1,Santa Marta Brushfinch
obbfin1,Ochre-breasted Brushfinch
yehbrf1,Yellow-headed Brushfinch
dhbfin1,Dusky-headed Brushfinch
wrbfin1,White-rimmed Brushfinch
whbfin1,White-headed Brushfinch
rebfin1,Rufous-eared Brushfinch
tribrf1,Choco Brushfinch
tribrf2,Golden-crowned Brushfinch
slabru1,Northern Slaty Brushfinch
slabru2,Peruvian Slaty Brushfinch
pnbfin1,Pale-naped Brushfinch
antbrf1,Antioquia Brushfinch
yebbrf1,Yellow-breasted Brushfinch
wwbfin1,White-winged Brushfinch
phbfin1,Pale-headed Brushfinch
bcbfin1,Bay-crowned Brushfinch
rbbfin1,Rusty-bellied Brushfinch
apubrf1,Apurimac Brushfinch
bksbrf1,Black-spectacled Brushfinch
vilbrf1,Vilcabamba Brushfinch
cuzbrf1,Cuzco Brushfinch
bkfbrf1,Black-faced Brushfinch
rnbfin1,Bolivian Brushfinch
fhbfin1,Fulvous-headed Brushfinch
ysbfin1,Yellow-striped Brushfinch
wectan1,Western Chat-Tanager
eactan1,Eastern Chat-Tanager
bcptan1,Black-crowned Palm-Tanager
gcptan1,Gray-crowned Palm-Tanager
whwwar1,White-winged Warbler
grtwar1,Green-tailed Warbler
purtan1,Puerto Rican Tanager
wesspi,Western Spindalis
jamspi,Jamaican Spindalis
hisspi,Hispaniolan Spindalis
purspi,Puerto Rican Spindalis
wrenth1,Wrenthrush
yehwar1,Yellow-headed Warbler
oriwar1,Oriente Warbler
yebcha,Yellow-breasted Chat
yehbla,Yellow-headed Blackbird
boboli,Bobolink
wesmea,Western Meadowlark
easmea,Eastern Meadowlark
lilmea2,Chihuahuan Meadowlark
rebbla1,Red-breasted Meadowlark
whbbla2,White-browed Meadowlark
permea1,Peruvian Meadowlark
pammea1,Pampas Meadowlark
lotmea1,Long-tailed Meadowlark
yebcac1,Yellow-billed Cacique
yewcac1,Yellow-winged Cacique
ruboro1,Russet-backed Oropendola
dugoro1,Dusky-green Oropendola
greoro1,Green Oropendola
creoro1,Crested Oropendola
chhoro1,Chestnut-headed Oropendola
monoro1,Montezuma Oropendola
blaoro1,Black Oropendola
bauoro2,Baudo Oropendola
olioro1,Olive Oropendola
sobcac1,Solitary Black Cacique
gowcac1,Golden-winged Cacique
ecucac1,Ecuadorian Cacique
selcac1,Selva Cacique
scrcac1,Scarlet-rumped Cacique
yercac1,Yellow-rumped Cacique
moucac1,Mountain Cacique
batoro1,Band-tailed Cacique
rercac1,Red-rumped Cacique
casoro2,Casqued Cacique
graori1,Hispaniolan Oriole
graori2,Cuban Oriole
graori3,Bahama Oriole
graori4,Puerto Rican Oriole
stlori1,St. Lucia Oriole
monori1,Montserrat Oriole
marori1,Martinique Oriole
bkvori,Black-vented Oriole
bawori1,Bar-winged Oriole
bkcori,Black-cowled Oriole
orcori,Orchard Oriole
hooori,Hooded Oriole
yebori1,Yellow-backed Oriole
orcori1,Orange-crowned Oriole
wheori1,White-edged Oriole
yetori1,Yellow-tailed Oriole
epaori1,Epaulet Oriole
epaori4,Variable Oriole
ventro1,Venezuelan Troupial
camtro1,Campo Troupial
orbtro3,Orange-backed Troupial
stbori,Streak-backed Oriole
bulori,Bullock's Oriole
oraori1,Orange Oriole
jamori1,Jamaican Oriole
yelori1,Yellow Oriole
spbori,Spot-breasted Oriole
altori,Altamira Oriole
audori,Audubon's Oriole
balori,Baltimore Oriole
blbori1,Black-backed Oriole
scoori,Scott's Oriole
jambla1,Jamaican Blackbird
rewbla,Red-winged Blackbird
resbla1,Red-shouldered Blackbird
tribla,Tricolored Blackbird
tasbla,Tawny-shouldered Blackbird
yesbla1,Yellow-shouldered Blackbird
scrcow1,Screaming Cowbird
shicow,Shiny Cowbird
brocow,Bronzed Cowbird
bnhcow,Brown-headed Cowbird
giacow,Giant Cowbird
melbla1,Melodious Blackbird
scrbla1,Scrub Blackbird
cubbla,Cuban Blackbird
rusbla,Rusty Blackbird
brebla,Brewer's Blackbird
comgra,Common Grackle
botgra,Boat-tailed Grackle
grtgra,Great-tailed Grackle
slbgra1,Slender-billed Grackle
nicgra1,Nicaraguan Grackle
gragra1,Greater Antillean Grackle
cargra1,Carib Grackle
rebgra1,Red-bellied Grackle
vefgra1,Velvet-fronted Grackle
oribla1,Oriole Blackbird
mougra1,Mountain Grackle
gotgra1,Golden-tufted Grackle
ausbla1,Austral Blackbird
schbla1,Scarlet-headed Blackbird
forbla1,Forbes's Blackbird
chobla1,Chopi Blackbird
bolbla1,Bolivian Blackbird
bawcow4,Grayish Baywing
bawcow3,Pale Baywing
paebla2,Pale-eyed Blackbird
unibla2,Unicolored Blackbird
yewbla2,Yellow-winged Blackbird
chcbla2,Chestnut-capped Blackbird
yehbla2,Yellow-hooded Blackbird
sacbla2,Saffron-cowled Blackbird
yermar1,Yellow-rumped Marshbird
baymar1,Brown-and-yellow Marshbird
ovenbi1,Ovenbird
woewar1,Worm-eating Warbler
louwat,Louisiana Waterthrush
norwat,Northern Waterthrush
bacwar,Bachman's Warbler
gowwar,Golden-winged Warbler
buwwar,Blue-winged Warbler
bawwar,Black-and-white Warbler
prowar,Prothonotary Warbler
swawar,Swainson's Warbler
crcwar,Crescent-chested Warbler
fltwar1,Flame-throated Warbler
tenwar,Tennessee Warbler
orcwar,Orange-crowned Warbler
colwar,Colima Warbler
lucwar,Lucy's Warbler
naswar,Nashville Warbler
virwar,Virginia's Warbler
semwar1,Semper's Warbler
conwar,Connecticut Warbler
gycyel,Gray-crowned Yellowthroat
masyel2,Masked Yellowthroat
masyel4,Black-lored Yellowthroat
masyel5,Southern Yellowthroat
macwar,MacGillivray's Warbler
mouwar,Mourning Warbler
kenwar,Kentucky Warbler
olcyel1,Olive-crowned Yellowthroat
blpyel1,Black-polled Yellowthroat
belyel1,Belding's Yellowthroat
bahyel1,Bahama Yellowthroat
altyel1,Altamira Yellowthroat
comyel,Common Yellowthroat
hooyel1,Hooded Yellowthroat
whiwar1,Whistling Warbler
pluwar1,Plumbeous Warbler
elwwar1,Elfin-woods Warbler
arrwar1,Arrowhead Warbler
hoowar,Hooded Warbler
amered,American Redstart
kirwar,Kirtland's Warbler
camwar,Cape May Warbler
cerwar,Cerulean Warbler
norpar,Northern Parula
tropar,Tropical Parula
magwar,Magnolia Warbler
babwar,Bay-breasted Warbler
bkbwar,Blackburnian Warbler
yelwar,Yellow Warbler
chswar,Chestnut-sided Warbler
bkpwar,Blackpoll Warbler
btbwar,Black-throated Blue Warbler
palwar,Palm Warbler
olcwar1,Olive-capped Warbler
pinwar,Pine Warbler
yerwar,Yellow-rumped Warbler
yetwar,Yellow-throated Warbler
yetwar3,Bahama Warbler
vitwar1,Vitelline Warbler
prawar,Prairie Warbler
adewar1,Adelaide's Warbler
barwar,Barbuda Warbler
stlwar,St. Lucia Warbler
grawar,Grace's Warbler
btywar,Black-throated Gray Warbler
towwar,Townsend's Warbler
herwar,Hermit Warbler
gchwar,Golden-cheeked Warbler
btnwar,Black-throated Green Warbler
fatwar,Fan-tailed Warbler
rucwar,Rufous-capped Warbler
rucwar4,Chestnut-capped Warbler
blcwar1,Black-cheeked Warbler
pirwar1,Pirre Warbler
gobwar1,Golden-browed Warbler
gcrwar,Golden-crowned Warbler
thswar5,Costa Rican Warbler
thswar9,Tacarcuna Warbler
thswar1,Three-striped Warbler
thswar2,Yungas Warbler
thbwar2,Three-banded Warbler
gyhwar1,Gray-headed Warbler
samwar1,Santa Marta Warbler
citwar1,Citrine Warbler
whswar2,White-striped Warbler
flawar1,Flavescent Warbler
whbwar2,White-browed Warbler
palwar1,Pale-legged Warbler
blcwar2,Black-crested Warbler
burwar1,Buff-rumped Warbler
rivwar1,Riverbank Warbler
twbwar1,Two-banded Warbler
gobwar4,Choco Warbler
gobwar3,Cuzco Warbler
gytwar1,Gray-throated Warbler
whlwar1,White-lored Warbler
gagwar2,Gray-and-gold Warbler
rucwar1,Russet-crowned Warbler
canwar,Canada Warbler
wlswar,Wilson's Warbler
refwar,Red-faced Warbler
redwar1,Red Warbler
pihwar1,Pink-headed Warbler
paired,Painted Redstart
sltred,Slate-throated Redstart
brcred1,Brown-capped Redstart
tepred1,Tepui Redstart
parred1,Paria Redstart
sabred1,Saffron-breasted Redstart
whfred1,White-faced Redstart
colred1,Collared Redstart
yecred1,Yellow-crowned Redstart
gofred1,Golden-fronted Redstart
spered1,Spectacled Redstart
whfred2,White-fronted Redstart
duftan1,Dusky-faced Tanager
olbtan1,Olive-backed Tanager
rbptan1,Red-billed Pied Tanager
olgtan1,Olive-green Tanager
rottan1,Rose-throated Tanager
heptan,Hepatic Tanager
sumtan,Summer Tanager
scatan,Scarlet Tanager
westan,Western Tanager
flctan,Flame-colored Tanager
whwtan1,White-winged Tanager
rehtan1,Red-headed Tanager
rehtan2,Red-hooded Tanager
rcatan1,Red-crowned Ant-Tanager
rtatan1,Red-throated Ant-Tanager
soatan1,Sooty Ant-Tanager
bcatan1,Black-cheeked Ant-Tanager
cratan1,Crested Ant-Tanager
olitan1,Carmiol's Tanager
cartan2,Yellow-lored Tanager
lestan,Lemon-spectacled Tanager
ocbtan1,Ochre-breasted Tanager
crcgro,Crimson-collared Grosbeak
rabgro1,Red-and-black Grosbeak
blfgro1,Black-faced Grosbeak
yeggro1,Yellow-green Grosbeak
vercar1,Vermilion Cardinal
norcar,Northern Cardinal
pyrrhu,Pyrrhuloxia
yelgro,Yellow Grosbeak
gobgro1,Golden Grosbeak
bltgro1,Black-thighed Grosbeak
blbgro2,Black-backed Grosbeak
robgro,Rose-breasted Grosbeak
bkhgro,Black-headed Grosbeak
rebcha1,Red-breasted Chat
grtcha1,Gray-throated Chat
robcha1,Rose-breasted Chat
blusee1,Blue Seedeater
blusee4,Ecuadorian Seedeater
carsee1,Carrizal Seedeater
blbsee3,Blackish-blue Seedeater
glbgro1,Glaucous-blue Grosbeak
bubgro1,Blue-black Grosbeak
bubgro2,Amazonian Grosbeak
ultgro1,Ultramarine Grosbeak
blubun,Blue Bunting
blugrb1,Blue Grosbeak
lazbun,Lazuli Bunting
indbun,Indigo Bunting
robbun1,Rose-bellied Bunting
orbbun1,Orange-breasted Bunting
varbun,Varied Bunting
paibun,Painted Bunting
dickci,Dickcissel
brotan1,Brown Tanager
reccar,Red-crested Cardinal
reccar2,Red-cowled Cardinal
reccar3,Masked Cardinal
reccar4,Red-capped Cardinal
crfcar1,Crimson-fronted Cardinal
yebcar,Yellow-billed Cardinal
blftan1,Black-faced Tanager
cintan1,Cinnamon Tanager
magtan2,Magpie Tanager
whbtan1,White-banded Tanager
bawtan1,Black-and-white Tanager
cobtan2,Cone-billed Tanager
scttan1,Scarlet-throated Tanager
whctan1,White-capped Tanager
hootan1,Hooded Tanager
chttan1,Cherry-throated Tanager
ructan4,Rufous-crested Tanager
slatan2,Slaty Tanager
blchem1,Black-capped Hemispingus
orbhem1,Orange-browed Hemispingus
parhem1,Parodi's Hemispingus
gychem1,Gray-capped Hemispingus
olehem1,Oleaginous Hemispingus
blehem1,Black-eared Hemispingus
orhtan1,Orange-headed Tanager
bubtan1,Buff-bellied Tanager
fuhtan1,Fulvous-headed Tanager
chhtan1,Chestnut-headed Tanager
raytan1,Rust-and-yellow Tanager
suphem1,Superciliaried Hemispingus
ructan3,Rufous-chested Tanager
brftan1,Brown-flanked Tanager
ptwfin1,Plain-tailed Warbling Finch
rbwfin2,Rusty-browed Warbling Finch
rrwfin1,Buff-throated Warbling Finch
gytwaf1,Gray-throated Warbling Finch
riwfin1,Ringed Warbling Finch
bcwfin2,Black-capped Warbling Finch
ciwfin1,Cinereous Warbling Finch
thshem1,Three-striped Hemispingus
pardus2,Pardusco
blgtan1,Black-goggled Tanager
grhtan1,Gray-headed Tanager
saptan1,Inti Tanager
flctan1,Flame-crested Tanager
yectan1,Yellow-crested Tanager
whstan1,White-shouldered Tanager
fuctan1,Fulvous-crested Tanager
tactan1,Tawny-crested Tanager
ructan1,Ruby-crowned Tanager
whltan1,White-lined Tanager
restan1,Red-shouldered Tanager
fustan1,Fulvous Shrike-Tanager
wwstan1,White-winged Shrike-Tanager
btstan1,Black-throated Shrike-Tanager
wtstan1,White-throated Shrike-Tanager
crctan1,Crimson-collared Tanager
flrtan1,Flame-rumped Tanager
y00599,Scarlet-rumped Tanager
bratan1,Brazilian Tanager
bkbtan1,Black-bellied Tanager
sibtan2,Silver-beaked Tanager
mactan1,Masked Crimson Tanager
crbtan1,Crimson-backed Tanager
vertan1,Vermilion Tanager
blbtan2,Blue-backed Tanager
bagtan1,Blue-and-gold Tanager
bagtan2,Black-and-gold Tanager
goctan1,Golden-chested Tanager
mobtan1,Moss-backed Tanager
gortan1,Gold-ringed Tanager
ygbtan1,Yellow-green Tanager
orttan1,Orange-throated Tanager
homtan1,Hooded Mountain Tanager
blctan2,Blue-capped Tanager
mamtan1,Masked Mountain Tanager
grgtan1,Grass-green Tanager
bcmtan1,Black-chested Mountain Tanager
gbmtan1,Golden-backed Mountain Tanager
bkcmot1,Black-cheeked Mountain Tanager
lamtan1,Lacrimose Mountain Tanager
sbmtan1,Scarlet-bellied Mountain Tanager
bwmtan1,Blue-winged Mountain Tanager
bcmtan2,Black-chinned Mountain Tanager
bbmtan1,Buff-breasted Mountain Tanager
cbmtan1,Chestnut-bellied Mountain Tanager
rubsal1,Rufous-bellied Mountain Tanager
diatan1,Diademed Tanager
pumtan2,Purplish-mantled Tanager
yettan1,Yellow-throated Tanager
goctan3,Golden-collared Tanager
goctan4,Golden-crowned Tanager
yestan1,Yellow-scarfed Tanager
fabtan1,Fawn-breasted Tanager
baytan3,Blue-and-yellow Tanager
glgtan1,Glistening-green Tanager
oretan1,Orange-eared Tanager
multan1,Multicolored Tanager
bugtan,Blue-gray Tanager
saytan1,Sayaca Tanager
glatan1,Glaucous Tanager
azstan1,Azure-shouldered Tanager
goctan2,Golden-chevroned Tanager
yewtan1,Yellow-winged Tanager
paltan1,Palm Tanager
dottan1,Dotted Tanager
ruttan1,Rufous-throated Tanager
spetan1,Speckled Tanager
yebtan2,Yellow-bellied Tanager
spotan1,Spotted Tanager
gontan1,Golden-naped Tanager
azrtan1,Azure-rumped Tanager
gagtan1,Gray-and-gold Tanager
blhtan1,Black-headed Tanager
siltan1,Silvery Tanager
