species_code,English name
ducfog1,Dusky-cheeked Foliage-gleaner
wcfgle1,White-collared Foliage-gleaner
grexen1,Great Xenops
pabtre1,Pale-browed Treehunter
crytre1,Cryptic Treehunter
shbtre1,Sharp-billed Treehunter
swfgle,Slaty-winged Foliage-gleaner
rurfog1,Rufous-rumped Foliage-gleaner
alfgle1,Alagoas Foliage-gleaner
bcfgle1,Black-capped Foliage-gleaner
crfgle1,Cinnamon-rumped Foliage-gleaner
stfgle1,Scaly-throated Foliage-gleaner
mofgle1,Montane Foliage-gleaner
rutfog1,Rufous-tailed Foliage-gleaner
whbfog1,White-browed Foliage-gleaner
obfgle2,Ochre-breasted Foliage-gleaner
gufgle1,Guttulate Foliage-gleaner
lifgle1,Lineated Foliage-gleaner
bbfgle1,Buff-browed Foliage-gleaner
rnfgle1,Rufous-necked Foliage-gleaner
rumfog1,Russet-mantled Foliage-gleaner
wtfgle1,White-throated Foliage-gleaner
perrec1,Peruvian Recurvebill
bolrec1,Bolivian Recurvebill
chwhoo1,Chestnut-winged Hookbill
bffgle,Buff-fronted Foliage-gleaner
chwfog1,Chestnut-winged Foliage-gleaner
ccfgle1,Chestnut-capped Foliage-gleaner
cangro1,Canebrake Groundcreeper
hhfgle1,Henna-hooded Foliage-gleaner
rufgle1,Ruddy Foliage-gleaner
samfog1,Santa Marta Foliage-gleaner
unitre1,Uniform Treehunter
flatre1,Flammulated Treehunter
rubtre1,Rufous-backed Treehunter
strtre1,Striped Treehunter
stctre1,Streak-capped Treehunter
stbtre1,Streak-breasted Treehunter
blbtre1,Black-billed Treehunter
ccfgle2,Chestnut-crowned Foliage-gleaner
brfgle1,Brown-rumped Foliage-gleaner
butfog9,Fawn-throated Foliage-gleaner
butfog4,Chiriqui Foliage-gleaner
btfgle1,Ochre-throated Foliage-gleaner
strwoo5,Western Woodhaunter
strwoo4,Eastern Woodhaunter
obfgle3,Olive-backed Foliage-gleaner
parfog1,Para Foliage-gleaner
perfog1,Pernambuco Foliage-gleaner
wefgle1,White-eyed Foliage-gleaner
spobar1,Spotted Barbtail
whtbar1,White-throated Barbtail
beatre1,Beautiful Treerunner
rudtre1,Ruddy Treerunner
fudtre1,Fulvous-dotted Treerunner
peatre1,Pearled Treerunner
thtray1,Thorn-tailed Rayadito
masray1,Masafuera Rayadito
demwir1,Des Murs's Wiretail
tatspi1,Tawny Tit-Spinetail
bctspi1,Brown-capped Tit-Spinetail
tutspi1,Tufted Tit-Spinetail
pmtspi1,Plain-mantled Tit-Spinetail
sttspi2,Striolated Tit-Spinetail
rctspi1,Rusty-crowned Tit-Spinetail
wbtspi1,White-browed Tit-Spinetail
sttspi1,Streaked Tit-Spinetail
antspi1,Andean Tit-Spinetail
artspi1,Araucaria Tit-Spinetail
ruftho3,Plain Thornbird
ruftho1,Rufous-fronted Thornbird
stftho1,Streak-fronted Thornbird
littho1,Little Thornbird
chbtho1,Chestnut-backed Thornbird
spbtho1,Spot-breasted Thornbird
frbtho1,Freckle-breasted Thornbird
gretho2,Greater Thornbird
oretho1,Orange-eyed Thornbird
orbtho1,Orange-breasted Thornbird
whbspi2,White-browed Spinetail
firgat1,Firewood-gatherer
lalbru1,Lark-like Brushrunner
crbcan1,Creamy-breasted Canastero
bercan1,Berlepsch's Canastero
shbcan1,Short-billed Canastero
cipcan1,Cipo Canastero
hudcan1,Hudson's Canastero
auscan1,Austral Canastero
lifcan1,Line-fronted Canastero
mascan1,Many-striped Canastero
juncan1,Junin Canastero
sctcan1,Scribble-tailed Canastero
stbcan9,Streak-backed Canastero
sttcan1,Streak-throated Canastero
corcan1,Cordilleran Canastero
itaspi1,Itatiaia Spinetail
shbcan2,Sharp-billed Canastero
bltthi1,Black-throated Thistletail
punthi1,Puna Thistletail
vilthi3,Ayacucho Thistletail
vilthi2,Vilcabamba Thistletail
cancan1,Canyon Canastero
rufcan1,Rusty-fronted Canastero
maqcan1,Maquis Canastero
eyrthi1,Eye-ringed Thistletail
ocbthi1,Ochre-browed Thistletail
perthi1,Perija Thistletail
whcthi1,White-chinned Thistletail
mocthi1,Mouse-colored Thistletail
pilgra1,Pink-legged Graveteiro
orfplu2,Orange-fronted Plushcrown
dobgra1,Double-banded Graytail
equgra1,Equatorial Graytail
spepri1,Spectacled Prickletail
rorbar1,Roraiman Barbtail
spespi1,Speckled Spinetail
strsof1,Striated Softtail
orisof1,Orinoco Softtail
deasof1,Delta Amacuro Softtail
plasof1,Plain Softtail
stbree2,Straight-billed Reedhaunter
sutspi1,Sulphur-bearded Reedhaunter
rumsof1,Russet-mantled Softtail
marspi2,Marcapata Spinetail
licspi1,Light-crowned Spinetail
rubspi4,Rusty-backed Spinetail
rubspi5,Coiba Spinetail
parspi1,Parker's Spinetail
crespi1,Crested Spinetail
stcspi2,Stripe-crowned Spinetail
bolspi1,Bolivian Spinetail
olispi1,Olive Spinetail
palspi1,Pallid Spinetail
gyhspi1,Gray-headed Spinetail
crcspi1,Creamy-crested Spinetail
refspi1,Red-faced Spinetail
tepspi1,Tepui Spinetail
stcspi1,Streak-capped Spinetail
asbspi1,Ash-browed Spinetail
licspi5,Line-cheeked Spinetail
scaspi1,Scaled Spinetail
dutcan1,Dusky-tailed Canastero
patcan2,Patagonian Canastero
stecan1,Steinbach's Canastero
caccan1,Cactus Canastero
bcwspi1,Bay-capped Wren-Spinetail
caacac1,Caatinga Cacholote
rufcac2,Rufous Cacholote
brncac1,Brown Cacholote
whtcac2,White-throated Cacholote
yecspi2,Yellow-chinned Spinetail
rawspi2,Red-and-white Spinetail
whbspi1,White-bellied Spinetail
chospi2,Chotoy Spinetail
occspi1,Ochre-cheeked Spinetail
gybspi1,Gray-bellied Spinetail
plcspi1,Plain-crowned Spinetail
whlspi1,White-lored Spinetail
whlspi3,Araguaia Spinetail
marspi3,Marañon Spinetail
grespi2,Great Spinetail
necspi1,Necklaced Spinetail
necspi3,Chinchipe Spinetail
rubspi3,Russet-bellied Spinetail
slaspi1,Slaty Spinetail
sitspi1,Silvery-throated Spinetail
resspi2,Red-shouldered Spinetail
rucspi1,Rufous-capped Spinetail
bahspi1,Bahia Spinetail
pinspi1,Pinto's Spinetail
dusspi1,Dusky Spinetail
mccspi1,McConnell's Spinetail
cabspi1,Cabanis's Spinetail
cibspi1,Cinereous-breasted Spinetail
spispi1,Spix's Spinetail
dabspi1,Dark-breasted Spinetail
riospi1,Rio Orinoco Spinetail
pabspi1,Pale-breasted Spinetail
sofspi1,Sooty-fronted Spinetail
azaspi1,Azara's Spinetail
apuspi1,Apurimac Spinetail
hotspi1,Hoary-throated Spinetail
rubspi2,Rufous-breasted Spinetail
whwspi1,White-whiskered Spinetail
blhspi1,Blackish-headed Spinetail
ruhspi1,Rusty-headed Spinetail
rufspi1,Rufous Spinetail
bltspi1,Black-throated Spinetail
stbspi1,Stripe-breasted Spinetail
rudspi1,Ruddy Spinetail
chtspi1,Chestnut-throated Spinetail
dwtman1,Dwarf Tyrant-Manakin
titman1,Tiny Tyrant-Manakin
pbtman1,Pale-bellied Tyrant-Manakin
sctman1,Saffron-crested Tyrant-Manakin
witman1,Wied's Tyrant-Manakin
sdmman1,Serra do Mar Tyrant-Manakin
sbtman1,Sulphur-bellied Tyrant-Manakin
yehman2,Yellow-headed Manakin
jetman2,Jet Manakin
araman1,Araripe Manakin
helman1,Helmeted Manakin
latman1,Lance-tailed Manakin
lotman1,Long-tailed Manakin
blbman1,Blue-backed Manakin
yunman1,Yungas Manakin
swtman1,Swallow-tailed Manakin
pitman1,Pin-tailed Manakin
gowman1,Golden-winged Manakin
whrman1,White-ruffed Manakin
whbman2,White-bibbed Manakin
whtman1,White-throated Manakin
oliman2,Olive Manakin
blaman1,Black Manakin
grnman1,Choco Manakin
greman2,Green Manakin
bucman1,Velvety Manakin
blcman1,Blue-capped Manakin
sncman1,Snow-capped Manakin
gocman2,Golden-crowned Manakin
opcman1,Opal-crowned Manakin
orbman1,Orange-bellied Manakin
whfman1,White-fronted Manakin
blrman1,Blue-rumped Manakin
cecman1,Cerulean-capped Manakin
orcman3,Orange-crowned Manakin
yecman2,Yellow-crowned Manakin
flcman2,Flame-crowned Manakin
whcman1,White-collared Manakin
orcman1,Orange-collared Manakin
gocman1,Golden-collared Manakin
whbman1,White-bearded Manakin
crhman1,Crimson-hooded Manakin
witman2,Wire-tailed Manakin
batman1,Band-tailed Manakin
clwman1,Club-winged Manakin
strman5,Striolated Manakin
paiman1,Painted Manakin
strman2,Kinglet Manakin
ficman1,Fiery-capped Manakin
whcman2,White-crowned Manakin
schman1,Scarlet-horned Manakin
recman1,Red-capped Manakin
gohman1,Golden-headed Manakin
rehman1,Red-headed Manakin
rotman1,Round-tailed Manakin
hoober2,Hooded Berryeater
bkhber1,Black-headed Berryeater
gabfru1,Green-and-black Fruiteater
batfru1,Band-tailed Fruiteater
barfru1,Barred Fruiteater
gobfru1,Golden-breasted Fruiteater
orbfru1,Orange-breasted Fruiteater
blcfru1,Black-chested Fruiteater
masfru1,Masked Fruiteater
scbfru1,Scarlet-breasted Fruiteater
fitfru1,Fiery-throated Fruiteater
hanfru1,Handsome Fruiteater
rebfru1,Red-banded Fruiteater
scafru1,Scaled Fruiteater
whccot1,White-cheeked Cotinga
perpla1,Peruvian Plantcutter
whtpla1,White-tipped Plantcutter
rutpla1,Rufous-tailed Plantcutter
swtcot1,Swallow-tailed Cotinga
chbcot1,Chestnut-bellied Cotinga
bavcot1,Bay-vented Cotinga
reccot1,Red-crested Cotinga
chccot1,Chestnut-crested Cotinga
gurcot1,Guianan Red-Cotinga
bnrcot1,Black-necked Red-Cotinga
gcoroc1,Guianan Cock-of-the-rock
andcot1,Andean Cock-of-the-rock
gytpih1,Gray-tailed Piha
olipih2,Olivaceous Piha
crifru1,Crimson Fruitcrow
putfru1,Purple-throated Fruitcrow
rerfru1,Red-ruffed Fruitcrow
banumb1,Bare-necked Umbrellabird
amaumb1,Amazonian Umbrellabird
lowumb1,Long-wattled Umbrellabird
capuch1,Capuchinbird
lovcot1,Lovely Cotinga
turcot1,Turquoise Cotinga
blucot1,Blue Cotinga
pltcot1,Plum-throated Cotinga
pubcot1,Purple-breasted Cotinga
bancot1,Banded Cotinga
spacot1,Spangled Cotinga
rufpih1,Rufous Piha
rocpih1,Rose-collared Piha
scrpih1,Screaming Piha
civpih1,Cinnamon-vented Piha
bagcot1,Black-and-gold Cotinga
gywcot1,Gray-winged Cotinga
chcpih1,Chestnut-capped Piha
duspih1,Dusky Piha
scwpih1,Scimitar-winged Piha
thwbel,Three-wattled Bellbird
whibel2,White Bellbird
beabel1,Bearded Bellbird
batbel1,Bare-throated Bellbird
putcot1,Purple-throated Cotinga
bltcot1,Black-tipped Cotinga
yebcot1,Yellow-billed Cotinga
snocot1,Snowy Cotinga
pomcot1,Pompadour Cotinga
whtcot1,White-tailed Cotinga
whwcot1,White-winged Cotinga
banfru1,Bare-necked Fruitcrow
blfcot1,Black-faced Cotinga
blttit1,Black-tailed Tityra
blctit1,Black-crowned Tityra
whttit2,White-tailed Tityra
mastit1,Masked Tityra
varsch1,Varzea Schiffornis
thlsch7,Olivaceous Schiffornis
thlsch2,Northern Schiffornis
thlsch8,Foothill Schiffornis
thlsch4,Russet-winged Schiffornis
thlsch3,Brown-winged Schiffornis
gresch2,Greenish Schiffornis
cinmou1,Cinereous Mourner
spemou1,Speckled Mourner
whbpur1,White-browed Purpletuft
duspur1,Dusky Purpletuft
butpur1,Buff-throated Purpletuft
shlcot2,Andean Laniisoma
shlcot3,Brazilian Laniisoma
whnxen1,White-naped Xenopsaris
grbbec1,Green-backed Becard
barbec1,Barred Becard
slabec1,Slaty Becard
cinbec2,Cinereous Becard
cinbec1,Cinnamon Becard
chcbec1,Chestnut-crowned Becard
whwbec1,White-winged Becard
bawbec7,Black-and-white Becard
bawbec6,Cryptic Becard
grcbec1,Gray-collared Becard
blcbec1,Black-capped Becard
glbbec1,Glossy-backed Becard
rotbec,Rose-throated Becard
jambec1,Jamaican Becard
oncbec1,One-colored Becard
pitbec1,Pink-throated Becard
crebec1,Crested Becard
sharpb1,Sharpbill
royfly1,Tropical Royal Flycatcher
royfly5,Atlantic Royal Flycatcher
rutfly2,Ruddy-tailed Flycatcher
tabfly1,Tawny-breasted Flycatcher
surfly1,Sulphur-rumped Flycatcher
whifly1,Whiskered Flycatcher
bltfly1,Black-tailed Flycatcher
wibpip1,Wing-barred Piprites
grhpip1,Gray-headed Piprites
bkcpip1,Black-capped Piprites
cinmat1,Cinnamon Manakin-Tyrant
kincal1,Kinglet Calyptura
cicspa1,Cinnamon-crested Spadebill
sttspa1,Stub-tailed Spadebill
whtspa1,White-throated Spadebill
gocspa1,Golden-crowned Spadebill
yetspa1,Yellow-throated Spadebill
whcspa1,White-crested Spadebill
ruwspa1,Russet-winged Spadebill
mcrtyr1,Many-colored Rush Tyrant
stnfly1,Streak-necked Flycatcher
olsfly2,Olive-streaked Flycatcher
olsfly1,Olive-striped Flycatcher
ocbfly1,Ochre-bellied Flycatcher
mccfly1,McConnell's Flycatcher
mccfly3,Sierra de Lema Flycatcher
gyhfly1,Gray-hooded Flycatcher
secfly1,Sepia-capped Flycatcher
slcfly1,Slaty-capped Flycatcher
rubfly2,Rufous-breasted Flycatcher
incfly1,Inca Flycatcher
sdmtyr2,Serra do Mar Bristle-Tyrant
sobtyr2,Southern Bristle-Tyrant
mfbtyr1,Marble-faced Bristle-Tyrant
anbtyr1,Antioquia Bristle-Tyrant
saptyr1,Sao Paulo Bristle-Tyrant
vabtyr1,Variegated Bristle-Tyrant
vebtyr2,Venezuelan Bristle-Tyrant
spbtyr1,Spectacled Bristle-Tyrant
chabrt1,Chapman's Bristle-Tyrant
oustyr1,Oustalet's Tyrannulet
yegtyr1,Yellow-green Tyrannulet
olgtyr1,Olive-green Tyrannulet
moctyr2,Mottle-cheeked Tyrannulet
bahtyr1,Bahia Tyrannulet
restyr1,Restinga Tyrannulet
bartyr1,Bay-ringed Tyrannulet
alatyr1,Alagoas Tyrannulet
migtyr1,Minas Gerais Tyrannulet
rubtyr1,Rufous-browed Tyrannulet
blftyr1,Black-fronted Tyrannulet
rultyr1,Rufous-lored Tyrannulet
ecutyr1,Ecuadorian Tyrannulet
ciftyr1,Cinnamon-faced Tyrannulet
boptyr1,Bronze-olive Pygmy-Tyrant
hfptyr1,Hazel-fronted Pygmy-Tyrant
rhptyr1,Rufous-headed Pygmy-Tyrant
rinant2,Ringed Antpipit
souant1,Southern Antpipit
eaptyr1,Eared Pygmy-Tyrant
wbptyr1,White-bellied Pygmy-Tyrant
bcptyr1,Black-capped Pygmy-Tyrant
stptyr1,Short-tailed Pygmy-Tyrant
scptyr1,Scale-crested Pygmy-Tyrant
dbptyr1,Double-banded Pygmy-Tyrant
lcptyr1,Long-crested Pygmy-Tyrant
heptyr1,Helmeted Pygmy-Tyrant
peptyr1,Pale-eyed Pygmy-Tyrant
norben1,Northern Bentbill
souben1,Southern Bentbill
snttyr1,Snethlage's Tody-Tyrant
yuttyr1,Yungas Tody-Tyrant
acrtot1,Acre Tody-Tyrant
flapyt1,Flammulated Pygmy-Tyrant
drbpyt1,Drab-breasted Pygmy-Tyrant
bnbpyt1,Brown-breasted Pygmy-Tyrant
bbttyr1,Boat-billed Tody-Tyrant
wettyr1,White-eyed Tody-Tyrant
whbtot1,White-bellied Tody-Tyrant
erttyr1,Eye-ringed Tody-Tyrant
jottyr1,Johannes's Tody-Tyrant
snttyr2,Stripe-necked Tody-Tyrant
hattyr1,Hangnest Tody-Tyrant
pvttyr1,Pearly-vented Tody-Tyrant
pettyr1,Pelzeln's Tody-Tyrant
zittyr1,Zimmer's Tody-Tyrant
btttyr1,Black-throated Tody-Tyrant
cbttyr1,Cinnamon-breasted Tody-Tyrant
bbttyr2,Buff-breasted Tody-Tyrant
kattyr1,Kaempfer's Tody-Tyrant
btttyr2,Buff-throated Tody-Tyrant
fotpyt1,Fork-tailed Pygmy-Tyrant
rcttyr1,Rufous-crowned Tody-Flycatcher
johtot1,Johnson's Tody-Flycatcher
wcttyr1,White-cheeked Tody-Flycatcher
bawtyr1,Black-and-white Tody-Flycatcher
buctof1,Buff-cheeked Tody-Flycatcher
rudtof1,Ruddy Tody-Flycatcher
ocftof1,Ochre-faced Tody-Flycatcher
smftof1,Smoky-fronted Tody-Flycatcher
ruftof1,Rusty-fronted Tody-Flycatcher
shtfly1,Slate-headed Tody-Flycatcher
gowtof1,Golden-winged Tody-Flycatcher
bkbtof1,Black-backed Tody-Flycatcher
blctyr2,Black-chested Tyrant
sptfly1,Spotted Tody-Flycatcher
gyhtof1,Gray-headed Tody-Flycatcher
cotfly1,Common Tody-Flycatcher
matfly1,Maracaibo Tody-Flycatcher
bhtfly1,Black-headed Tody-Flycatcher
patfly1,Painted Tody-Flycatcher
ybtfly1,Yellow-browed Tody-Flycatcher
brofly1,Brownish Twistwing
ruftwi1,Rufous Twistwing
eyrfla1,Eye-ringed Flatbill
olifla2,Western Olivaceous Flatbill
olifla3,Eastern Olivaceous Flatbill
pacfla1,Pacific Flatbill
fubfla1,Fulvous-breasted Flatbill
yeofly1,Yellow-olive Flatbill
orefly1,Orange-eyed Flatbill
yemfly2,Yellow-winged Flatbill
yemfly1,Yellow-margined Flatbill
gycfly1,Gray-crowned Flatbill
yebfly4,Olive-faced Flatbill
yebfly3,Ochre-lored Flatbill
cinfly2,Cinnamon Flycatcher
clifly1,Cliff Flycatcher
ornfly1,Ornate Flycatcher
hanfly1,Handsome Flycatcher
orbfly1,Orange-banded Flycatcher
ocbfly2,Ochraceous-breasted Flycatcher
yebtyr1,Yellow-bellied Tyrannulet
brctyr,Brown-capped Tyrannulet
whltyr1,White-lored Tyrannulet
nobtyr,Northern Beardless-Tyrannulet
sobtyr1,Southern Beardless-Tyrannulet
suifly1,Suiriri Flycatcher
whttyr1,White-tailed Tyrannulet
bubtyr1,Buff-banded Tyrannulet
whbtyr1,White-banded Tyrannulet
whttyr2,White-throated Tyrannulet
ruwtyr1,Rufous-winged Tyrannulet
subtyr1,Sulphur-bellied Tyrannulet
bkctit1,Black-crested Tit-Tyrant
pcttyr1,Pied-crested Tit-Tyrant
abttyr1,Ash-breasted Tit-Tyrant
ybttyr1,Yellow-billed Tit-Tyrant
tuttyr1,Tufted Tit-Tyrant
jfttyr1,Juan Fernandez Tit-Tyrant
agitit1,Agile Tit-Tyrant
unstit1,Unstreaked Tit-Tyrant
moctyr6,Tumbesian Tyrannulet
moctyr4,Marañon Tyrannulet
cocfly1,Cocos Tyrannulet
y01204,Mouse-colored Tyrannulet
yeltyr1,Yellow Tyrannulet
beatac1,Bearded Tachuri
gybtac1,Gray-backed Tachuri
shttyr1,Sharp-tailed Tyrant
credor1,Crested Doradito
subdor1,Subtropical Doradito
dindor2,Dinelli's Doradito
wardor1,Warbling Doradito
ticdor1,Ticking Doradito
yectyr1,Yellow-crowned Tyrannulet
forela1,Forest Elaenia
gryela1,Choco Elaenia
gryela2,Amazonian Elaenia
fooela1,Foothill Elaenia
gryela3,Gray-headed Elaenia
pacela1,Pacific Elaenia
yecela1,Yellow-crowned Elaenia
jamela1,Jamaican Elaenia
greela,Greenish Elaenia
plcela1,Plain-crested Elaenia
rucela1,Rufous-crowned Elaenia
slaela1,Slaty Elaenia
mobela1,Mottle-backed Elaenia
higela3,Small-headed Elaenia
greela1,Great Elaenia
higela2,Highland Elaenia
yebela1,Yellow-bellied Elaenia
smbela1,Small-billed Elaenia
broela1,Brownish Elaenia
larela1,Large Elaenia
norela1,Noronha Elaenia
oliela1,Olivaceous Elaenia
lesela1,Lesser Elaenia
cooela1,Coopmans's Elaenia
whcela1,White-crested Elaenia
sieela3,Sierran Elaenia
mouela1,Mountain Elaenia
sieela2,Tepui Elaenia
carela1,Caribbean Elaenia
graela1,Greater Antillean Elaenia
tortyr1,Torrent Tyrannulet
rivtyr1,River Tyrannulet
sootyr1,Sooty Tyrannulet
y01036,White-crested Tyrannulet
gyctyr2,Straneck's Tyrannulet
gretyr1,Greenish Tyrannulet
reityr1,Reiser's Tyrannulet
urityr1,Urich's Tyrannulet
scltyr1,Sclater's Tyrannulet
platyr2,Planalto Tyrannulet
yuntyr1,Yungas Tyrannulet
sohtyr1,Sooty-headed Tyrannulet
plctyr1,Plumbeous-crowned Tyrannulet
gyctyr1,Gray-capped Tyrannulet
roltyr1,White-fronted Tyrannulet
roltyr3,Rough-legged Tyrannulet
blctyr1,Black-capped Tyrannulet
ashtyr1,Ashy-headed Tyrannulet
tartyr1,Tawny-rumped Tyrannulet
rebtyr2,Red-billed Tyrannulet
mistyr1,Mishana Tyrannulet
chityr1,Chico's Tyrannulet
guityr1,Guianan Tyrannulet
paltyr2,Guatemalan Tyrannulet
paltyr3,Mistletoe Tyrannulet
chotyr1,Choco Tyrannulet
paltyr4,Spectacled Tyrannulet
goftyr1,Golden-faced Tyrannulet
pertyr1,Peruvian Tyrannulet
boltyr1,Bolivian Tyrannulet
paltyr5,Venezuelan Tyrannulet
slftyr1,Slender-footed Tyrannulet
tacpyt2,Fulvous-faced Scrub-Tyrant
tacpyt1,Fulvous-crowned Scrub-Tyrant
rsptyr1,Rufous-sided Scrub-Tyrant
gawtyr2,Gray-and-white Tyrannulet
lewtyr1,Lesser Wagtail-Tyrant
leswat2,Bahia Wagtail-Tyrant
grwtyr1,Greater Wagtail-Tyrant
slbtyr1,Slender-billed Tyrannulet
platyr1,Plain Tyrannulet
amatyr1,Amazonian Tyrannulet
pattyr3,Pale-tipped Tyrannulet
flafly2,Flavescent Flycatcher
orcfly1,Orange-crested Flycatcher
unafly1,Unadorned Flycatcher
rorfly1,Roraiman Flycatcher
olcfly1,Olive-chested Flycatcher
brcfly1,Bran-colored Flycatcher
brcfly4,Mouse-gray Flycatcher
brcfly3,Rufescent Flycatcher
eulfly1,Euler's Flycatcher
gybfly1,Gray-breasted Flycatcher
tacfly1,Tawny-chested Flycatcher
blbfly1,Black-billed Flycatcher
belfly1,Belted Flycatcher
pilfly1,Pileated Flycatcher
tuffly,Tufted Flycatcher
olifly2,Olive Flycatcher
olsfly,Olive-sided Flycatcher
ochpew1,Ochraceous Pewee
grepew,Greater Pewee
darpew1,Dark Pewee
smcpew1,Smoke-colored Pewee
jampew1,Jamaican Pewee
tropew2,Tumbes Pewee
whtpew1,White-throated Pewee
blapew1,Blackish Pewee
tropew3,Southern Tropical Pewee
wewpew,Western Wood-Pewee
tropew4,Northern Tropical Pewee
eawpew,Eastern Wood-Pewee
cubpew1,Cuban Pewee
hispew1,Hispaniolan Pewee
leapew1,Lesser Antillean Pewee
fusfly1,Fuscous Flycatcher
yebfly,Yellow-bellied Flycatcher
acafly,Acadian Flycatcher
aldfly,Alder Flycatcher
wilfly,Willow Flycatcher
whtfly1,White-throated Flycatcher
leafly,Least Flycatcher
hamfly,Hammond's Flycatcher
gryfly,Gray Flycatcher
dusfly,Dusky Flycatcher
pinfly1,Pine Flycatcher
wesfly,Western Flycatcher
yelfly1,Yellowish Flycatcher
bubfly,Buff-breasted Flycatcher
blcfly1,Black-capped Flycatcher
blkpho,Black Phoebe
easpho,Eastern Phoebe
saypho,Say's Phoebe
chafly3,Chapada Flycatcher
nosfly1,Northern Scrub-Flycatcher
amsfly1,Amazonian Scrub-Flycatcher
sosfly1,Southern Scrub-Flycatcher
verfly,Vermilion Flycatcher
brufly1,Brujo Flycatcher
ausneg1,Austral Negrito
andneg1,Andean Negrito
rivtyr2,Riverside Tyrant
ruttyr1,Rufous-tailed Tyrant
ambtyr1,Amazonian Black-Tyrant
whwblt2,Caatinga Black-Tyrant
crbtyr1,Crested Black-Tyrant
vebtyr1,Velvety Black-Tyrant
andtyr3,Jelski's Black-Tyrant
andtyr2,Plumbeous Black-Tyrant
bbbtyr1,Blue-billed Black-Tyrant
cintyr1,Cinereous Tyrant
whwblt1,White-winged Black-Tyrant
hubtyr1,Hudson's Black-Tyrant
spetyr1,Spectacled Tyrant
drwtyr1,Drab Water Tyrant
yebtyr2,Yellow-browed Tyrant
ligtyr1,Little Ground-Tyrant
sbgtyr1,Spot-billed Ground-Tyrant
tacgrt1,Taczanowski's Ground-Tyrant
pugtyr1,Puna Ground-Tyrant
cingrt1,Cinereous Ground-Tyrant
wfgtyr1,White-fronted Ground-Tyrant
ongtyr1,Ochre-naped Ground-Tyrant
rngtyr1,Rufous-naped Ground-Tyrant
dafgrt1,Dark-faced Ground-Tyrant
wbgtyr1,White-browed Ground-Tyrant
plcgrt1,Plain-capped Ground-Tyrant
cibgrt1,Cinnamon-bellied Ground-Tyrant
bfgtyr1,Black-fronted Ground-Tyrant
rrbtyr1,Red-rumped Bush-Tyrant
rwbtyr1,Rufous-webbed Bush-Tyrant
fiediu1,Fire-eyed Diucon
whrmon2,White-rumped Monjita
whimon1,White Monjita
grymon1,Gray Monjita
bkcmon1,Black-crowned Monjita
salmon1,Salinas Monjita
rubmon1,Rusty-backed Monjita
chvtyr2,Chocolate-vented Tyrant
bkbsht1,Black-billed Shrike-Tyrant
wtstyr1,White-tailed Shrike-Tyrant
gresht1,Great Shrike-Tyrant
gybsht1,Gray-bellied Shrike-Tyrant
lessht1,Lesser Shrike-Tyrant
stbtyr1,Streak-throated Bush-Tyrant
smbtyr1,Santa Marta Bush-Tyrant
smbtyr2,Smoky Bush-Tyrant
rbbtyr1,Rufous-bellied Bush-Tyrant
whmtyr1,White-headed Marsh Tyrant
piwtyr1,Pied Water-Tyrant
bbwtyr1,Black-backed Water-Tyrant
mawtyr1,Masked Water-Tyrant
shtgrt1,Shear-tailed Gray Tyrant
stttyr2,Streamer-tailed Tyrant
bawmon3,Black-and-white Monjita
cottyr1,Cock-tailed Tyrant
stttyr1,Strange-tailed Tyrant
crocht1,Crowned Chat-Tyrant
jelcht1,Jelski's Chat-Tyrant
gobcht1,Golden-browed Chat-Tyrant
yebcht1,Yellow-bellied Chat-Tyrant
pattyr2,Patagonian Tyrant
tumtyr2,Tumbes Chat-Tyrant
slbcht2,Chestnut-bellied Chat-Tyrant
slbcht1,Blackish Chat-Tyrant
slbcht3,Maroon-belted Chat-Tyrant
rbctyr1,Rufous-breasted Chat-Tyrant
bbctyr1,Brown-backed Chat-Tyrant
bnbcht2,Rufous-browed Chat-Tyrant
dorcht1,d'Orbigny's Chat-Tyrant
pictyr1,Piura Chat-Tyrant
wbctyr1,White-browed Chat-Tyrant
lottyr1,Long-tailed Tyrant
stftyr1,Short-tailed Field Tyrant
lahfla2,Large-headed Flatbill
rutfla1,Rufous-tailed Flatbill
flafly1,Flammulated Flycatcher
dutfla1,Dusky-tailed Flatbill
rutatt1,Rufous-tailed Attila
cinatt1,Cinnamon Attila
ochatt1,Ochraceous Attila
cibatt1,Citron-bellied Attila
ducatt1,Dull-capped Attila
gyhatt1,Gray-hooded Attila
brratt1,Bright-rumped Attila
siryst3,Choco Sirystes
whrsir1,White-rumped Sirystes
todsir1,Todd's Sirystes
sibsir1,Sibilant Sirystes
rufcas2,Rufous Casiornis
astcas2,Ash-throated Casiornis
rufmou1,Rufous Mourner
gramou1,Grayish Mourner
pabmou1,Pale-bellied Mourner
ruffly1,Rufous Flycatcher
yucfly1,Yucatan Flycatcher
sadfly1,Sad Flycatcher
ducfly,Dusky-capped Flycatcher
swafly1,Swainson's Flycatcher
venfly1,Venezuelan Flycatcher
panfly1,Panama Flycatcher
shcfly1,Short-crested Flycatcher
apifly1,Apical Flycatcher
socfly2,Sooty-crowned Flycatcher
paefly1,Pale-edged Flycatcher
astfly,Ash-throated Flycatcher
nutfly,Nutting's Flycatcher
grcfly,Great Crested Flycatcher
bncfly,Brown-crested Flycatcher
galfly1,Galapagos Flycatcher
grefly1,Grenada Flycatcher
rutfly1,Rufous-tailed Flycatcher
lasfly,La Sagra's Flycatcher
